ACNT_ID_NUM_KEY,ACNT_ID_NUM,ACNT_ID_TYP_CD,ACNT_PRTY_REL,ACNT_NUM,PARNT_NSC_NUM,ACNT_OPN_DT,ACNT_NAME,ACNT_STS_CD,ACNT_CLSED_IND,JURIS_CD,SRC_SYS_ACNT_TYP,SRC_SYS_ACNT_SUB_TYP,ACNT_CCY_REF,LDGR_BAL_EOD,ACNT_MRKT_CLAS_CD,CUST_CR_CNTRL_STRTGY_CD,BUS_CTR_CNTRLD_IND,UNQ_ACNT_GRP_NUM,ACNT_SUB_OFC_CD,DR_INT_RATE_TYP,DR_INT_RATE,ACNT_DATA_SRC_CD,BATCH_PROCESS_NAME,START_DATE,LAST_UPDT_DATE,RECORD_DELETED_FLAG,SHDW_BAL_AMT,SHDW_BAL_DTTM,SHDW_BAL_SEQ,LDGR_BAL_AMT,LDGR_BAL_DTTM,LDGR_BAL_SEQ
BKKG^10000142^900142,BKKG^10000142^900142,,,,,,,,,,,,,,,,,,,,,,,,,,4064.97,2025-02-24 16:08:58.000,283,4610.9,2025-02-24 16:08:58.000,284
BKKG^10000143^900143,BKKG^10000143^900143,,,,,,,,,,,,,,,,,,,,,,,,,,2997.8,2025-02-24 16:07:01.000,285,3872.11,2025-02-24 16:07:01.000,286
BKKG^10000144^900144,BKKG^10000144^900144,,,,,,,,,,,,,,,,,,,,,,,,,,4293.91,2025-02-24 16:40:01.000,287,564.17,2025-02-24 16:40:01.000,288
BKKG^10000145^900145,BKKG^10000145^900145,,,,,,,,,,,,,,,,,,,,,,,,,,467.19,2025-02-24 16:01:26.000,289,564.5,2025-02-24 16:01:26.000,290
BKKG^10000146^900146,BKKG^10000146^900146,,,,,,,,,,,,,,,,,,,,,,,,,,2285.39,2025-02-24 16:11:31.000,291,561.65,2025-02-24 16:11:31.000,292
BKKG^10000147^900147,BKKG^10000147^900147,,,,,,,,,,,,,,,,,,,,,,,,,,3980.86,2025-02-24 16:46:53.000,293,1496.21,2025-02-24 16:46:53.000,294
BKKG^10000148^900148,BKKG^10000148^900148,,,,,,,,,,,,,,,,,,,,,,,,,,1381.42,2025-02-24 16:07:37.000,295,3166.65,2025-02-24 16:07:37.000,296
BKKG^10000149^900149,BKKG^10000149^900149,,,,,,,,,,,,,,,,,,,,,,,,,,2118.2,2025-02-24 15:53:35.000,297,3311.35,2025-02-24 15:53:35.000,298
BKKG^10000150^900150,BKKG^10000150^900150,,,,,,,,,,,,,,,,,,,,,,,,,,2908.84,2025-02-24 16:12:39.000,299,1430.37,2025-02-24 16:12:39.000,300
BKKG^10000151^900151,BKKG^10000151^900151,,,,,,,,,,,,,,,,,,,,,,,,,,3336.94,2025-02-24 16:43:14.000,301,2728.5,2025-02-24 16:43:14.000,302
BKKG^10000152^900152,BKKG^10000152^900152,,,,,,,,,,,,,,,,,,,,,,,,,,3658.45,2025-02-24 15:51:33.000,303,254.98,2025-02-24 15:51:33.000,304
BKKG^10000153^900153,BKKG^10000153^900153,,,,,,,,,,,,,,,,,,,,,,,,,,4529.19,2025-02-24 16:28:42.000,305,2696.29,2025-02-24 16:28:42.000,306
BKKG^10000154^900154,BKKG^10000154^900154,,,,,,,,,,,,,,,,,,,,,,,,,,3579.06,2025-02-24 15:53:33.000,307,2317.8,2025-02-24 15:53:33.000,308
BKKG^10000155^900155,BKKG^10000155^900155,,,,,,,,,,,,,,,,,,,,,,,,,,3472.08,2025-02-24 16:23:59.000,309,3274.94,2025-02-24 16:23:59.000,310
BKKG^10000156^900156,BKKG^10000156^900156,,,,,,,,,,,,,,,,,,,,,,,,,,872.87,2025-02-24 16:24:23.000,311,3240.2,2025-02-24 16:24:23.000,312
BKKG^10000157^900157,BKKG^10000157^900157,,,,,,,,,,,,,,,,,,,,,,,,,,2969.89,2025-02-24 16:45:01.000,313,4204.92,2025-02-24 16:45:01.000,314
BKKG^10000158^900158,BKKG^10000158^900158,,,,,,,,,,,,,,,,,,,,,,,,,,1675.22,2025-02-24 16:47:09.000,315,3134.05,2025-02-24 16:47:09.000,316
BKKG^10000159^900159,BKKG^10000159^900159,,,,,,,,,,,,,,,,,,,,,,,,,,3622.51,2025-02-24 16:14:24.000,317,4963.43,2025-02-24 16:14:24.000,318
BKKG^10000160^900160,BKKG^10000160^900160,,,,,,,,,,,,,,,,,,,,,,,,,,3859.05,2025-02-24 16:25:35.000,319,3434.71,2025-02-24 16:25:35.000,320
BKKG^10000161^900161,BKKG^10000161^900161,,,,,,,,,,,,,,,,,,,,,,,,,,2370.45,2025-02-24 16:14:22.000,321,4009.72,2025-02-24 16:14:22.000,322
BKKG^10000162^900162,BKKG^10000162^900162,,,,,,,,,,,,,,,,,,,,,,,,,,203.51,2025-02-24 16:21:05.000,323,3500.6,2025-02-24 16:21:05.000,324
BKKG^10000163^900163,BKKG^10000163^900163,,,,,,,,,,,,,,,,,,,,,,,,,,2665.09,2025-02-24 15:53:52.000,325,3109.7,2025-02-24 15:53:52.000,326
BKKG^10000164^900164,BKKG^10000164^900164,,,,,,,,,,,,,,,,,,,,,,,,,,3287.15,2025-02-24 16:22:36.000,327,760.58,2025-02-24 16:22:36.000,328
BKKG^10000165^900165,BKKG^10000165^900165,,,,,,,,,,,,,,,,,,,,,,,,,,4975.57,2025-02-24 16:25:55.000,329,3234.82,2025-02-24 16:25:55.000,330
BKKG^10000166^900166,BKKG^10000166^900166,,,,,,,,,,,,,,,,,,,,,,,,,,3215.92,2025-02-24 16:26:50.000,331,4098.68,2025-02-24 16:26:50.000,332
BKKG^10000167^900167,BKKG^10000167^900167,,,,,,,,,,,,,,,,,,,,,,,,,,1008.86,2025-02-24 16:28:08.000,333,2932.77,2025-02-24 16:28:08.000,334
BKKG^10000168^900168,BKKG^10000168^900168,,,,,,,,,,,,,,,,,,,,,,,,,,2407.73,2025-02-24 16:26:13.000,335,1993.89,2025-02-24 16:26:13.000,336
BKKG^10000169^900169,BKKG^10000169^900169,,,,,,,,,,,,,,,,,,,,,,,,,,1263.39,2025-02-24 16:20:53.000,337,2163.88,2025-02-24 16:20:53.000,338
BKKG^10000170^900170,BKKG^10000170^900170,,,,,,,,,,,,,,,,,,,,,,,,,,1130.35,2025-02-24 16:14:12.000,339,4056.03,2025-02-24 16:14:12.000,340
BKKG^10000171^900171,BKKG^10000171^900171,,,,,,,,,,,,,,,,,,,,,,,,,,1628.44,2025-02-24 16:25:07.000,341,1902.68,2025-02-24 16:25:07.000,342
BKKG^10000172^900172,BKKG^10000172^900172,,,,,,,,,,,,,,,,,,,,,,,,,,409.22,2025-02-24 15:50:22.000,343,2282.21,2025-02-24 15:50:22.000,344
BKKG^10000173^900173,BKKG^10000173^900173,,,,,,,,,,,,,,,,,,,,,,,,,,2409.12,2025-02-24 16:48:12.000,345,464.35,2025-02-24 16:48:12.000,346
BKKG^10000174^900174,BKKG^10000174^900174,,,,,,,,,,,,,,,,,,,,,,,,,,1888.87,2025-02-24 16:21:21.000,347,3596.69,2025-02-24 16:21:21.000,348
BKKG^10000175^900175,BKKG^10000175^900175,,,,,,,,,,,,,,,,,,,,,,,,,,3759.54,2025-02-24 16:03:59.000,349,4299.86,2025-02-24 16:03:59.000,350
BKKG^10000176^900176,BKKG^10000176^900176,,,,,,,,,,,,,,,,,,,,,,,,,,3879.06,2025-02-24 16:02:00.000,351,4592.97,2025-02-24 16:02:00.000,352
BKKG^10000177^900177,BKKG^10000177^900177,,,,,,,,,,,,,,,,,,,,,,,,,,318.05,2025-02-24 16:18:19.000,353,2512.43,2025-02-24 16:18:19.000,354
BKKG^10000178^900178,BKKG^10000178^900178,,,,,,,,,,,,,,,,,,,,,,,,,,4716.6,2025-02-24 16:30:52.000,355,4144.98,2025-02-24 16:30:52.000,356
BKKG^10000179^900179,BKKG^10000179^900179,,,,,,,,,,,,,,,,,,,,,,,,,,4636.51,2025-02-24 16:24:59.000,357,1776.39,2025-02-24 16:24:59.000,358
BKKG^10000180^900180,BKKG^10000180^900180,,,,,,,,,,,,,,,,,,,,,,,,,,2724.55,2025-02-24 15:55:25.000,359,4467.61,2025-02-24 15:55:25.000,360
BKKG^10000181^900181,BKKG^10000181^900181,,,,,,,,,,,,,,,,,,,,,,,,,,4767.67,2025-02-24 16:20:25.000,361,1358.85,2025-02-24 16:20:25.000,362
BKKG^10000182^900182,BKKG^10000182^900182,,,,,,,,,,,,,,,,,,,,,,,,,,710.23,2025-02-24 15:55:01.000,363,2259.9,2025-02-24 15:55:01.000,364
BKKG^10000183^900183,BKKG^10000183^900183,,,,,,,,,,,,,,,,,,,,,,,,,,3361.27,2025-02-24 16:13:45.000,365,591.93,2025-02-24 16:13:45.000,366
BKKG^10000184^900184,BKKG^10000184^900184,,,,,,,,,,,,,,,,,,,,,,,,,,3242.21,2025-02-24 15:55:35.000,367,4988.95,2025-02-24 15:55:35.000,368
BKKG^10000185^900185,BKKG^10000185^900185,,,,,,,,,,,,,,,,,,,,,,,,,,1580.56,2025-02-24 16:20:32.000,369,1222.26,2025-02-24 16:20:32.000,370
BKKG^10000186^900186,BKKG^10000186^900186,,,,,,,,,,,,,,,,,,,,,,,,,,949.54,2025-02-24 16:20:16.000,371,4606.09,2025-02-24 16:20:16.000,372
BKKG^10000187^900187,BKKG^10000187^900187,,,,,,,,,,,,,,,,,,,,,,,,,,2949.16,2025-02-24 16:20:31.000,373,3949.67,2025-02-24 16:20:31.000,374
BKKG^10000188^900188,BKKG^10000188^900188,,,,,,,,,,,,,,,,,,,,,,,,,,1397.99,2025-02-24 16:11:32.000,375,3444.35,2025-02-24 16:11:32.000,376
BKKG^10000189^900189,BKKG^10000189^900189,,,,,,,,,,,,,,,,,,,,,,,,,,3242.18,2025-02-24 16:43:38.000,377,1928.29,2025-02-24 16:43:38.000,378
BKKG^10000190^900190,BKKG^10000190^900190,,,,,,,,,,,,,,,,,,,,,,,,,,2047.15,2025-02-24 16:10:25.000,379,3132.44,2025-02-24 16:10:25.000,380
BKKG^10000191^900191,BKKG^10000191^900191,,,,,,,,,,,,,,,,,,,,,,,,,,4186.25,2025-02-24 16:12:18.000,381,944.58,2025-02-24 16:12:18.000,382
BKKG^10000192^900192,BKKG^10000192^900192,,,,,,,,,,,,,,,,,,,,,,,,,,1288.62,2025-02-24 16:10:37.000,383,3885.56,2025-02-24 16:10:37.000,384
BKKG^10000193^900193,BKKG^10000193^900193,,,,,,,,,,,,,,,,,,,,,,,,,,856.81,2025-02-24 15:49:32.000,385,586.29,2025-02-24 15:49:32.000,386
BKKG^10000194^900194,BKKG^10000194^900194,,,,,,,,,,,,,,,,,,,,,,,,,,257.85,2025-02-24 16:06:52.000,387,942.22,2025-02-24 16:06:52.000,388
BKKG^10000195^900195,BKKG^10000195^900195,,,,,,,,,,,,,,,,,,,,,,,,,,674.79,2025-02-24 16:08:56.000,389,4648.88,2025-02-24 16:08:56.000,390
BKKG^10000196^900196,BKKG^10000196^900196,,,,,,,,,,,,,,,,,,,,,,,,,,2909.24,2025-02-24 16:30:09.000,391,932.44,2025-02-24 16:30:09.000,392
BKKG^10000197^900197,BKKG^10000197^900197,,,,,,,,,,,,,,,,,,,,,,,,,,571.03,2025-02-24 16:18:41.000,393,1319.21,2025-02-24 16:18:41.000,394
BKKG^10000198^900198,BKKG^10000198^900198,,,,,,,,,,,,,,,,,,,,,,,,,,3053.98,2025-02-24 16:28:11.000,395,2818.15,2025-02-24 16:28:11.000,396
BKKG^10000199^900199,BKKG^10000199^900199,,,,,,,,,,,,,,,,,,,,,,,,,,3671.76,2025-02-24 16:17:45.000,397,4328.36,2025-02-24 16:17:45.000,398
BKKG^10000200^900200,BKKG^10000200^900200,,,,,,,,,,,,,,,,,,,,,,,,,,1482.73,2025-02-24 16:02:26.000,399,4532.36,2025-02-24 16:02:26.000,400
BKKG^10000201^900201,BKKG^10000201^900201,,,,,,,,,,,,,,,,,,,,,,,,,,2193.21,2025-02-24 16:01:55.000,401,4820.82,2025-02-24 16:01:55.000,402
BKKG^10000202^900202,BKKG^10000202^900202,,,,,,,,,,,,,,,,,,,,,,,,,,2429.3,2025-02-24 16:03:27.000,403,2928.83,2025-02-24 16:03:27.000,404
BKKG^10000203^900203,BKKG^10000203^900203,,,,,,,,,,,,,,,,,,,,,,,,,,2526.93,2025-02-24 16:23:45.000,405,1757.37,2025-02-24 16:23:45.000,406
BKKG^10000204^900204,BKKG^10000204^900204,,,,,,,,,,,,,,,,,,,,,,,,,,4849.97,2025-02-24 16:00:15.000,407,3884.01,2025-02-24 16:00:15.000,408
BKKG^10000205^900205,BKKG^10000205^900205,,,,,,,,,,,,,,,,,,,,,,,,,,2016.89,2025-02-24 16:04:04.000,409,1994.48,2025-02-24 16:04:04.000,410
BKKG^10000206^900206,BKKG^10000206^900206,,,,,,,,,,,,,,,,,,,,,,,,,,3028.42,2025-02-24 16:16:24.000,411,3912.61,2025-02-24 16:16:24.000,412
BKKG^10000207^900207,BKKG^10000207^900207,,,,,,,,,,,,,,,,,,,,,,,,,,3084.35,2025-02-24 16:16:50.000,413,1259.7,2025-02-24 16:16:50.000,414
BKKG^10000208^900208,BKKG^10000208^900208,,,,,,,,,,,,,,,,,,,,,,,,,,4442.17,2025-02-24 15:53:08.000,415,784.36,2025-02-24 15:53:08.000,416
BKKG^10000209^900209,BKKG^10000209^900209,,,,,,,,,,,,,,,,,,,,,,,,,,3390.06,2025-02-24 16:31:23.000,417,4321.38,2025-02-24 16:31:23.000,418
BKKG^10000210^900210,BKKG^10000210^900210,,,,,,,,,,,,,,,,,,,,,,,,,,2236.85,2025-02-24 16:12:11.000,419,2422.91,2025-02-24 16:12:11.000,420
BKKG^10000211^900211,BKKG^10000211^900211,,,,,,,,,,,,,,,,,,,,,,,,,,901.77,2025-02-24 16:43:00.000,421,4052.36,2025-02-24 16:43:00.000,422
BKKG^10000212^900212,BKKG^10000212^900212,,,,,,,,,,,,,,,,,,,,,,,,,,1087.52,2025-02-24 16:48:19.000,423,3079.9,2025-02-24 16:48:19.000,424
BKKG^10000213^900213,BKKG^10000213^900213,,,,,,,,,,,,,,,,,,,,,,,,,,1459.82,2025-02-24 16:14:17.000,425,1998.08,2025-02-24 16:14:17.000,426
BKKG^10000214^900214,BKKG^10000214^900214,,,,,,,,,,,,,,,,,,,,,,,,,,910.42,2025-02-24 16:43:49.000,427,2213.86,2025-02-24 16:43:49.000,428
BKKG^10000215^900215,BKKG^10000215^900215,,,,,,,,,,,,,,,,,,,,,,,,,,4818.98,2025-02-24 16:13:04.000,429,851.36,2025-02-24 16:13:04.000,430
BKKG^10000216^900216,BKKG^10000216^900216,,,,,,,,,,,,,,,,,,,,,,,,,,2868.98,2025-02-24 16:23:38.000,431,2638.1,2025-02-24 16:23:38.000,432
BKKG^10000217^900217,BKKG^10000217^900217,,,,,,,,,,,,,,,,,,,,,,,,,,1782.8,2025-02-24 16:45:29.000,433,4367.13,2025-02-24 16:45:29.000,434
BKKG^10000218^900218,BKKG^10000218^900218,,,,,,,,,,,,,,,,,,,,,,,,,,4944.11,2025-02-24 16:16:55.000,435,1695.06,2025-02-24 16:16:55.000,436
BKKG^10000219^900219,BKKG^10000219^900219,,,,,,,,,,,,,,,,,,,,,,,,,,3632.57,2025-02-24 16:09:50.000,437,739.28,2025-02-24 16:09:50.000,438
BKKG^10000220^900220,BKKG^10000220^900220,,,,,,,,,,,,,,,,,,,,,,,,,,1283.96,2025-02-24 16:23:33.000,439,4679.81,2025-02-24 16:23:33.000,440
BKKG^10000221^900221,BKKG^10000221^900221,,,,,,,,,,,,,,,,,,,,,,,,,,3118.0,2025-02-24 16:41:31.000,441,3400.3,2025-02-24 16:41:31.000,442
BKKG^10000222^900222,BKKG^10000222^900222,,,,,,,,,,,,,,,,,,,,,,,,,,1978.87,2025-02-24 16:09:04.000,443,4055.38,2025-02-24 16:09:04.000,444
BKKG^10000223^900223,BKKG^10000223^900223,,,,,,,,,,,,,,,,,,,,,,,,,,587.51,2025-02-24 16:04:05.000,445,2234.93,2025-02-24 16:04:05.000,446
BKKG^10000224^900224,BKKG^10000224^900224,,,,,,,,,,,,,,,,,,,,,,,,,,2878.71,2025-02-24 16:34:20.000,447,1056.36,2025-02-24 16:34:20.000,448
BKKG^10000225^900225,BKKG^10000225^900225,,,,,,,,,,,,,,,,,,,,,,,,,,4282.74,2025-02-24 15:51:11.000,449,3514.46,2025-02-24 15:51:11.000,450
BKKG^10000226^900226,BKKG^10000226^900226,,,,,,,,,,,,,,,,,,,,,,,,,,4132.5,2025-02-24 16:34:30.000,451,1445.71,2025-02-24 16:34:30.000,452
BKKG^10000227^900227,BKKG^10000227^900227,,,,,,,,,,,,,,,,,,,,,,,,,,3855.39,2025-02-24 15:53:38.000,453,4074.73,2025-02-24 15:53:38.000,454
BKKG^10000228^900228,BKKG^10000228^900228,,,,,,,,,,,,,,,,,,,,,,,,,,4701.02,2025-02-24 16:09:37.000,455,4308.25,2025-02-24 16:09:37.000,456
BKKG^10000229^900229,BKKG^10000229^900229,,,,,,,,,,,,,,,,,,,,,,,,,,4210.47,2025-02-24 16:08:36.000,457,389.16,2025-02-24 16:08:36.000,458
BKKG^10000230^900230,BKKG^10000230^900230,,,,,,,,,,,,,,,,,,,,,,,,,,1732.04,2025-02-24 16:15:58.000,459,3860.23,2025-02-24 16:15:58.000,460
BKKG^10000231^900231,BKKG^10000231^900231,,,,,,,,,,,,,,,,,,,,,,,,,,2412.32,2025-02-24 16:36:36.000,461,4321.59,2025-02-24 16:36:36.000,462
BKKG^10000232^900232,BKKG^10000232^900232,,,,,,,,,,,,,,,,,,,,,,,,,,2256.39,2025-02-24 16:12:11.000,463,750.92,2025-02-24 16:12:11.000,464
BKKG^10000233^900233,BKKG^10000233^900233,,,,,,,,,,,,,,,,,,,,,,,,,,4261.51,2025-02-24 16:32:46.000,465,3328.11,2025-02-24 16:32:46.000,466
BKKG^10000234^900234,BKKG^10000234^900234,,,,,,,,,,,,,,,,,,,,,,,,,,4333.83,2025-02-24 16:27:33.000,467,4675.0,2025-02-24 16:27:33.000,468
BKKG^10000235^900235,BKKG^10000235^900235,,,,,,,,,,,,,,,,,,,,,,,,,,1256.18,2025-02-24 16:12:22.000,469,1151.96,2025-02-24 16:12:22.000,470
BKKG^10000236^900236,BKKG^10000236^900236,,,,,,,,,,,,,,,,,,,,,,,,,,942.88,2025-02-24 15:51:01.000,471,2190.49,2025-02-24 15:51:01.000,472
BKKG^10000237^900237,BKKG^10000237^900237,,,,,,,,,,,,,,,,,,,,,,,,,,311.65,2025-02-24 16:01:44.000,473,2146.31,2025-02-24 16:01:44.000,474
BKKG^10000238^900238,BKKG^10000238^900238,,,,,,,,,,,,,,,,,,,,,,,,,,264.46,2025-02-24 16:30:00.000,475,3929.4,2025-02-24 16:30:00.000,476
BKKG^10000239^900239,BKKG^10000239^900239,,,,,,,,,,,,,,,,,,,,,,,,,,2578.86,2025-02-24 16:07:09.000,477,2896.41,2025-02-24 16:07:09.000,478
BKKG^10000240^900240,BKKG^10000240^900240,,,,,,,,,,,,,,,,,,,,,,,,,,1549.39,2025-02-24 16:15:13.000,479,3272.61,2025-02-24 16:15:13.000,480
BKKG^10000241^900241,BKKG^10000241^900241,,,,,,,,,,,,,,,,,,,,,,,,,,4976.43,2025-02-24 16:23:12.000,481,1747.77,2025-02-24 16:23:12.000,482
BKKG^10000242^900242,BKKG^10000242^900242,,,,,,,,,,,,,,,,,,,,,,,,,,2272.99,2025-02-24 16:02:02.000,483,2993.37,2025-02-24 16:02:02.000,484
BKKG^10000243^900243,BKKG^10000243^900243,,,,,,,,,,,,,,,,,,,,,,,,,,440.11,2025-02-24 16:14:10.000,485,1066.44,2025-02-24 16:14:10.000,486
BKKG^10000244^900244,BKKG^10000244^900244,,,,,,,,,,,,,,,,,,,,,,,,,,1429.51,2025-02-24 15:49:43.000,487,423.05,2025-02-24 15:49:43.000,488
BKKG^10000245^900245,BKKG^10000245^900245,,,,,,,,,,,,,,,,,,,,,,,,,,346.31,2025-02-24 16:42:16.000,489,1943.92,2025-02-24 16:42:16.000,490
BKKG^10000246^900246,BKKG^10000246^900246,,,,,,,,,,,,,,,,,,,,,,,,,,56.26,2025-02-24 16:20:43.000,491,4084.62,2025-02-24 16:20:43.000,492
BKKG^10000247^900247,BKKG^10000247^900247,,,,,,,,,,,,,,,,,,,,,,,,,,1704.06,2025-02-24 16:29:37.000,493,2043.56,2025-02-24 16:29:37.000,494
BKKG^10000248^900248,BKKG^10000248^900248,,,,,,,,,,,,,,,,,,,,,,,,,,2032.84,2025-02-24 16:26:50.000,495,1511.5,2025-02-24 16:26:50.000,496
BKKG^10000249^900249,BKKG^10000249^900249,,,,,,,,,,,,,,,,,,,,,,,,,,4915.02,2025-02-24 16:17:03.000,497,906.54,2025-02-24 16:17:03.000,498
BKKG^10000250^900250,BKKG^10000250^900250,,,,,,,,,,,,,,,,,,,,,,,,,,1001.34,2025-02-24 16:21:58.000,499,380.17,2025-02-24 16:21:58.000,500
BKKG^10000251^900251,BKKG^10000251^900251,,,,,,,,,,,,,,,,,,,,,,,,,,3929.06,2025-02-24 15:51:40.000,501,749.21,2025-02-24 15:51:40.000,502
BKKG^10000252^900252,BKKG^10000252^900252,,,,,,,,,,,,,,,,,,,,,,,,,,2068.99,2025-02-24 16:02:51.000,503,1886.88,2025-02-24 16:02:51.000,504
BKKG^10000253^900253,BKKG^10000253^900253,,,,,,,,,,,,,,,,,,,,,,,,,,1148.06,2025-02-24 16:04:35.000,505,1677.12,2025-02-24 16:04:35.000,506
BKKG^10000254^900254,BKKG^10000254^900254,,,,,,,,,,,,,,,,,,,,,,,,,,3915.82,2025-02-24 16:31:59.000,507,4863.59,2025-02-24 16:31:59.000,508
BKKG^10000255^900255,BKKG^10000255^900255,,,,,,,,,,,,,,,,,,,,,,,,,,3234.06,2025-02-24 16:07:30.000,509,4167.36,2025-02-24 16:07:30.000,510
BKKG^10000256^900256,BKKG^10000256^900256,,,,,,,,,,,,,,,,,,,,,,,,,,4496.77,2025-02-24 16:06:39.000,511,1186.17,2025-02-24 16:06:39.000,512
BKKG^10000257^900257,BKKG^10000257^900257,,,,,,,,,,,,,,,,,,,,,,,,,,3258.77,2025-02-24 16:44:38.000,513,2319.64,2025-02-24 16:44:38.000,514
BKKG^10000258^900258,BKKG^10000258^900258,,,,,,,,,,,,,,,,,,,,,,,,,,3646.15,2025-02-24 16:35:04.000,515,2534.35,2025-02-24 16:35:04.000,516
BKKG^10000259^900259,BKKG^10000259^900259,,,,,,,,,,,,,,,,,,,,,,,,,,2479.99,2025-02-24 16:06:53.000,517,1592.37,2025-02-24 16:06:53.000,518
BKKG^10000260^900260,BKKG^10000260^900260,,,,,,,,,,,,,,,,,,,,,,,,,,3841.82,2025-02-24 16:19:51.000,519,3497.07,2025-02-24 16:19:51.000,520
BKKG^10000261^900261,BKKG^10000261^900261,,,,,,,,,,,,,,,,,,,,,,,,,,4311.19,2025-02-24 16:26:29.000,521,3383.28,2025-02-24 16:26:29.000,522
BKKG^10000262^900262,BKKG^10000262^900262,,,,,,,,,,,,,,,,,,,,,,,,,,3765.39,2025-02-24 16:16:09.000,523,1402.98,2025-02-24 16:16:09.000,524
BKKG^10000263^900263,BKKG^10000263^900263,,,,,,,,,,,,,,,,,,,,,,,,,,3861.74,2025-02-24 16:24:58.000,525,975.19,2025-02-24 16:24:58.000,526
BKKG^10000264^900264,BKKG^10000264^900264,,,,,,,,,,,,,,,,,,,,,,,,,,4024.67,2025-02-24 16:10:26.000,527,346.7,2025-02-24 16:10:26.000,528
BKKG^10000265^900265,BKKG^10000265^900265,,,,,,,,,,,,,,,,,,,,,,,,,,140.29,2025-02-24 16:27:00.000,529,2801.51,2025-02-24 16:27:00.000,530
BKKG^10000266^900266,BKKG^10000266^900266,,,,,,,,,,,,,,,,,,,,,,,,,,4905.03,2025-02-24 16:28:55.000,531,4936.91,2025-02-24 16:28:55.000,532
BKKG^10000267^900267,BKKG^10000267^900267,,,,,,,,,,,,,,,,,,,,,,,,,,2933.65,2025-02-24 16:43:45.000,533,4879.46,2025-02-24 16:43:45.000,534
BKKG^10000268^900268,BKKG^10000268^900268,,,,,,,,,,,,,,,,,,,,,,,,,,2049.35,2025-02-24 15:55:05.000,535,191.01,2025-02-24 15:55:05.000,536
BKKG^10000269^900269,BKKG^10000269^900269,,,,,,,,,,,,,,,,,,,,,,,,,,2729.68,2025-02-24 16:14:35.000,537,3532.7,2025-02-24 16:14:35.000,538
BKKG^10000270^900270,BKKG^10000270^900270,,,,,,,,,,,,,,,,,,,,,,,,,,202.11,2025-02-24 16:14:48.000,539,2286.82,2025-02-24 16:14:48.000,540
BKKG^10000271^900271,BKKG^10000271^900271,,,,,,,,,,,,,,,,,,,,,,,,,,4233.09,2025-02-24 15:59:46.000,541,1070.6,2025-02-24 15:59:46.000,542
BKKG^10000272^900272,BKKG^10000272^900272,,,,,,,,,,,,,,,,,,,,,,,,,,2292.16,2025-02-24 16:10:24.000,543,1160.49,2025-02-24 16:10:24.000,544
BKKG^10000273^900273,BKKG^10000273^900273,,,,,,,,,,,,,,,,,,,,,,,,,,2527.48,2025-02-24 16:09:12.000,545,259.85,2025-02-24 16:09:12.000,546
BKKG^10000274^900274,BKKG^10000274^900274,,,,,,,,,,,,,,,,,,,,,,,,,,4371.14,2025-02-24 16:28:06.000,547,2104.34,2025-02-24 16:28:06.000,548
BKKG^10000275^900275,BKKG^10000275^900275,,,,,,,,,,,,,,,,,,,,,,,,,,2511.53,2025-02-24 16:46:03.000,549,439.96,2025-02-24 16:46:03.000,550
BKKG^10000276^900276,BKKG^10000276^900276,,,,,,,,,,,,,,,,,,,,,,,,,,1273.9,2025-02-24 16:37:18.000,551,2970.07,2025-02-24 16:37:18.000,552
BKKG^10000277^900277,BKKG^10000277^900277,,,,,,,,,,,,,,,,,,,,,,,,,,3818.56,2025-02-24 16:06:10.000,553,3527.71,2025-02-24 16:06:10.000,554
BKKG^10000278^900278,BKKG^10000278^900278,,,,,,,,,,,,,,,,,,,,,,,,,,4355.0,2025-02-24 16:21:22.000,555,299.65,2025-02-24 16:21:22.000,556
BKKG^10000279^900279,BKKG^10000279^900279,,,,,,,,,,,,,,,,,,,,,,,,,,1725.39,2025-02-24 16:35:38.000,557,1284.7,2025-02-24 16:35:38.000,558
BKKG^10000280^900280,BKKG^10000280^900280,,,,,,,,,,,,,,,,,,,,,,,,,,993.71,2025-02-24 16:00:42.000,559,1404.78,2025-02-24 16:00:42.000,560
BKKG^10000281^900281,BKKG^10000281^900281,,,,,,,,,,,,,,,,,,,,,,,,,,2163.88,2025-02-24 15:53:13.000,561,3469.06,2025-02-24 15:53:13.000,562
BKKG^10000282^900282,BKKG^10000282^900282,,,,,,,,,,,,,,,,,,,,,,,,,,4898.51,2025-02-24 16:27:49.000,563,4780.77,2025-02-24 16:27:49.000,564
BKKG^10000283^900283,BKKG^10000283^900283,,,,,,,,,,,,,,,,,,,,,,,,,,2136.89,2025-02-24 15:52:16.000,565,4308.38,2025-02-24 15:52:16.000,566
BKKG^10000284^900284,BKKG^10000284^900284,,,,,,,,,,,,,,,,,,,,,,,,,,3012.75,2025-02-24 15:59:39.000,567,4677.63,2025-02-24 15:59:39.000,568
BKKG^10000285^900285,BKKG^10000285^900285,,,,,,,,,,,,,,,,,,,,,,,,,,3395.23,2025-02-24 16:41:09.000,569,2883.53,2025-02-24 16:41:09.000,570
BKKG^10000286^900286,BKKG^10000286^900286,,,,,,,,,,,,,,,,,,,,,,,,,,909.83,2025-02-24 16:18:43.000,571,3399.48,2025-02-24 16:18:43.000,572
BKKG^10000287^900287,BKKG^10000287^900287,,,,,,,,,,,,,,,,,,,,,,,,,,1987.66,2025-02-24 16:13:11.000,573,3871.63,2025-02-24 16:13:11.000,574
